Democrat,Independent,Republican,Show
0.4010889292196007,0.029038112522686024,0.5698729582577132,State of the Union
0.3819951338199513,0.0121654501216545,0.6058394160583942,Face The Nation
0.49888143176733785,0.006711409395973155,0.4944071588366891,Meet the Press
0.34573304157549234,0.03282275711159737,0.6214442013129102,Fox News
0.4127906976744186,0.008720930232558141,0.5784883720930233,This Week
